Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,11/29/2018 12:00:00 AM,17-NT-3115,MDRCP,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,247
160055,Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River,"From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939",Salisbury,MD,21804,Wicomico,Nontidal Wetlands,12/10/2018 12:00:00 AM,"18-NT-2006,19-WI-0014",MDRCW03VH,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,248
160055,Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River,"From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939",Salisbury,MD,21804,Wicomico,Sediment_Erosion,12/10/2018 12:00:00 AM,"18-NT-2006,19-WI-0014",MDRCW03VH,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,249
160055,Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River,"From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939",Salisbury,MD,21804,Wicomico,NPDES Construction Activity,12/10/2018 12:00:00 AM,"18-NT-2006,19-WI-0014",MDRCW03VH,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,250
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,12/12/2018 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,251
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,12/12/2018 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,252
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,12/18/2018 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,253
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,12/18/2018 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,254
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,Sediment_Erosion,12/28/2018 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active,Noncompliance,"Close File,Continue Routine Inspection",N,255
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,NPDES Construction Activity,12/28/2018 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active,Noncompliance,"Close File,Continue Routine Inspection",N,256
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,NPDES Industrial Minor Surface Water,12/28/2018 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active,Noncompliance,"Close File,Continue Routine Inspection",N,257
163941,Route 90 Bridge (Assawoman Bay),,,,,Not Yet Determined,NPDES Industrial Minor Surface Water,1/8/2019 12:00:00 AM,,,19-4118,,Active,Satisfactory/Compliance,Close File,N,258
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Waterway Construction,1/9/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,259
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,State_federal SWM,1/9/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,260
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Nontidal Wetlands,1/9/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,261
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,NPDES Construction Activity,1/9/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,262
161051,USAMRIID Connector Roads,"approximately 39.439, -77.4222",,,,Not Yet Determined,Sediment_Erosion,1/23/2019 12:00:00 AM,18SF0148,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,263
154668,Cecil Co DPW/Mill Run Service Area,"600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle",Elkton,MD,21921,Cecil,Nontidal Wetlands,2/1/2019 12:00:00 AM,,MDRCH03P5,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,264
154668,Cecil Co DPW/Mill Run Service Area,"600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle",Elkton,MD,21921,Cecil,NPDES Construction Activity,2/1/2019 12:00:00 AM,,MDRCH03P5,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,265
154668,Cecil Co DPW/Mill Run Service Area,"600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle",Elkton,MD,21921,Cecil,Sediment_Erosion,2/1/2019 12:00:00 AM,,MDRCH03P5,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,266
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,2/5/2019 12:00:00 AM,17-NT-3115,MDRCP,,,Active,Noncompliance,Continue Routine Inspection,N,267
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Waterway Construction,2/5/2019 12:00:00 AM,17-NT-3115,MDRCP,,,Active,Noncompliance,Continue Routine Inspection,N,268
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,2/5/2019 12:00:00 AM,17-NT-3115,MDRCP,,,Active,Noncompliance,Continue Routine Inspection,N,269
159511,SMECO-Point Lookout State Park,"Point Lookout Rd from Camp Brown Rd to the Causeway on Point Lookout State Park, 38.081465, -76.358263",Scotland,MD,20687,St. Mary's,Nontidal Wetlands,2/6/2019 12:00:00 AM,17-NT-0484,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,270
157620,NPS-C and O Canal NHP-Paw Paw Slope Stabilization,"Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269",Oldtown,MD,21555,Allegany,Waterway Construction,2/6/2019 12:00:00 AM,17-NT-3192,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,271
157620,NPS-C and O Canal NHP-Paw Paw Slope Stabilization,"Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269",Oldtown,MD,21555,Allegany,Nontidal Wetlands,2/6/2019 12:00:00 AM,17-NT-3192,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,272
